1487164162 0 1 0 0 0 0 0 0 0 0 0
1487164294 0 3 0 0 0 0 0 0 0 0 0
1487166157 638 3 0 0 0 0 0 0 0 0 0
1487210596 638 3 0 0 0 0 0 0 0 0 0
1487210940 643 3 0 0 0 0 0 0 0 0 0
1487212167 1266 3 0 0 0 0 0 0 0 0 0
1487212259 1291 3 0 0 0 0 0 0 0 0 0
1487216205 1303 3 0 0 0 0 0 0 0 0 0
1487216413 1306 3 0 0 0 0 0 0 0 0 0
1487216986 1309 3 0 0 0 0 0 0 0 0 0
1487234431 1309 3 0 0 0 0 0 0 0 0 0
1487234520 6594 3 0 0 0 0 0 0 0 0 0
1487235102 6738 3 0 0 0 0 0 0 0 0 0
1487236907 6752 3 0 0 0 0 0 0 0 0 0
1487236941 3360507 3 0 0 0 0 0 0 0 0 0
1487237187 3360507 3 0 0 0 0 0 0 0 0 0
1487237587 3360511 3 0 0 0 0 0 0 0 0 0
1487237748 3360517 3 0 0 0 0 0 0 0 0 0
1487238094 3360521 3 0 0 0 0 0 0 0 0 0
1487238250 3360526 3 0 0 0 0 0 0 0 0 0
1487239412 3360645 3 0 0 0 0 0 0 0 0 0
1487239589 3360653 3 0 0 0 0 0 0 0 0 0
1487248288 3360760 3 0 0 0 0 0 0 0 0 0
1487559125 3360760 4172 0 0 0 0 0 0 0 0 0
1487559702 3360760 4173 0 0 0 0 0 0 0 0 0
1487559984 3360760 4174 0 0 0 0 0 0 0 0 0
1487560150 3360760 4174 0 0 10 0 0 0 0 0 0
1487560200 3360760 4176 0 0 10 0 0 0 0 0 0
1487560204 3360760 4270 0 0 10 0 0 0 0 0 0
1487560446 3360760 4271 0 0 10 0 0 0 0 0 0
1487560602 3360760 4271 0 0 10 0 0 0 0 0 0
1487564768 3360760 4273 0 0 10 0 0 0 0 0 0
1487564774 3360760 4927 0 0 10 0 0 0 0 0 0
1487564982 3360760 4931 0 0 10 0 0 0 0 0 0
1487565065 3360760 4934 0 0 10 0 0 0 0 0 0
1487565575 3360760 4938 0 0 10 0 0 0 0 0 0
1487565928 3360760 4942 0 0 10 0 0 0 0 0 0
1487565965 3360760 4942 0 0 12 0 0 0 0 0 0
1487566128 3360760 4947 0 0 12 0 0 0 0 0 0
1487566133 3360760 5151 0 0 12 0 0 0 0 0 0
1487566333 3360760 5151 0 0 106 0 0 0 0 0 0
1487566359 3360760 5151 0 0 106 0 0 0 0 0 0
1487566395 3360760 5158 0 0 106 0 0 0 0 0 0
1487566417 3360760 5158 0 0 106 0 0 0 0 0 0
1487567642 3360760 5158 0 0 107 0 0 0 0 0 0
1487594693 3360760 5158 0 1 107 0 0 0 0 0 0
1487594881 3360760 5158 0 2 107 0 0 0 0 0 0
1487595869 3360760 5158 0 6403 107 0 0 0 0 0 0
1487595878 3360760 5158 0 7457 107 0 0 0 0 0 0
1487598723 3360760 5158 0 7461 107 0 0 0 0 0 0
1487605161 3360760 5158 0 8237 107 0 0 0 0 0 0
1487605172 3360760 5158 0 8587 107 0 0 0 0 0 0
1487645287 3360760 5158 0 8587 454 0 0 0 0 0 0
1487645352 3360760 5158 0 8587 454 0 0 0 0 0 0
1487645445 3360760 5158 0 8587 482 0 0 0 0 0 0
1487645636 3360760 5158 0 8587 486 0 0 0 0 0 0
1487645650 3360760 5158 0 8587 2446 0 0 0 0 0 0
1487645834 3360760 5158 0 8587 2446 0 0 0 0 0 0
1487645921 3360760 5158 0 8587 2719 0 0 0 0 0 0
1487646247 3360760 5158 0 8587 2721 0 0 0 0 0 0
1487646263 3360760 5158 0 8587 2722 0 0 0 0 0 0
1487671742 3360760 5158 0 8587 2809 0 0 0 0 0 0
1487671749 3360760 5158 0 8587 2821 0 0 0 0 0 0
1487685756 3360760 5161 0 8587 2821 0 0 0 0 0 0
