1487164162 0 1 0 0 0 0 0 0 0 0 0
1487164294 0 2 0 0 0 0 0 0 0 0 0
1487166157 1 2 0 0 0 0 0 0 0 0 0
1487210596 2 2 0 0 0 0 0 0 0 0 0
1487210940 3 2 0 0 0 0 0 0 0 0 0
1487212167 4 2 0 0 0 0 0 0 0 0 0
1487212259 5 2 0 0 0 0 0 0 0 0 0
1487216205 6 2 0 0 0 0 0 0 0 0 0
1487216413 7 2 0 0 0 0 0 0 0 0 0
1487216986 8 2 0 0 0 0 0 0 0 0 0
1487234431 9 2 0 0 0 0 0 0 0 0 0
1487234520 10 2 0 0 0 0 0 0 0 0 0
1487235102 11 2 0 0 0 0 0 0 0 0 0
1487236907 12 2 0 0 0 0 0 0 0 0 0
1487236941 13 2 0 0 0 0 0 0 0 0 0
1487237187 14 2 0 0 0 0 0 0 0 0 0
1487237587 15 2 0 0 0 0 0 0 0 0 0
1487237748 16 2 0 0 0 0 0 0 0 0 0
1487238094 17 2 0 0 0 0 0 0 0 0 0
1487238250 18 2 0 0 0 0 0 0 0 0 0
1487239412 19 2 0 0 0 0 0 0 0 0 0
1487239589 20 2 0 0 0 0 0 0 0 0 0
1487248288 21 2 0 0 0 0 0 0 0 0 0
1487559125 21 3 0 0 0 0 0 0 0 0 0
1487559702 21 4 0 0 0 0 0 0 0 0 0
1487559984 21 5 0 0 0 0 0 0 0 0 0
1487560150 21 5 0 0 1 0 0 0 0 0 0
1487560200 21 6 0 0 1 0 0 0 0 0 0
1487560204 21 7 0 0 1 0 0 0 0 0 0
1487560446 21 8 0 0 1 0 0 0 0 0 0
1487560602 21 9 0 0 1 0 0 0 0 0 0
1487564768 21 10 0 0 1 0 0 0 0 0 0
1487564774 21 11 0 0 1 0 0 0 0 0 0
1487564982 21 12 0 0 1 0 0 0 0 0 0
1487565065 21 13 0 0 1 0 0 0 0 0 0
1487565575 21 14 0 0 1 0 0 0 0 0 0
1487565928 21 15 0 0 1 0 0 0 0 0 0
1487565965 21 15 0 0 2 0 0 0 0 0 0
1487566128 21 16 0 0 2 0 0 0 0 0 0
1487566133 21 17 0 0 2 0 0 0 0 0 0
1487566333 21 17 0 0 3 0 0 0 0 0 0
1487566359 21 17 0 0 4 0 0 0 0 0 0
1487566395 21 18 0 0 4 0 0 0 0 0 0
1487566417 21 18 0 0 5 0 0 0 0 0 0
1487567642 21 18 0 0 6 0 0 0 0 0 0
1487594693 21 18 0 1 6 0 0 0 0 0 0
1487594881 21 18 0 2 6 0 0 0 0 0 0
1487595869 21 18 0 3 6 0 0 0 0 0 0
1487595878 21 18 0 4 6 0 0 0 0 0 0
1487598723 21 18 0 5 6 0 0 0 0 0 0
1487605161 21 18 0 6 6 0 0 0 0 0 0
1487605172 21 18 0 7 6 0 0 0 0 0 0
1487645287 21 18 0 7 7 0 0 0 0 0 0
1487645352 21 18 0 7 8 0 0 0 0 0 0
1487645445 21 18 0 7 9 0 0 0 0 0 0
1487645636 21 18 0 7 10 0 0 0 0 0 0
1487645650 21 18 0 7 11 0 0 0 0 0 0
1487645834 21 18 0 7 12 0 0 0 0 0 0
1487645921 21 18 0 7 13 0 0 0 0 0 0
1487646247 21 18 0 7 14 0 0 0 0 0 0
1487646263 21 18 0 7 15 0 0 0 0 0 0
1487671742 21 18 0 7 16 0 0 0 0 0 0
1487671749 21 18 0 7 17 0 0 0 0 0 0
1487685756 21 19 0 7 17 0 0 0 0 0 0
1487685762 21 20 0 7 17 0 0 0 0 0 0
1487686162 21 21 0 7 17 0 0 0 0 0 0
1487686211 21 22 0 7 17 0 0 0 0 0 0
1487686368 21 23 0 7 17 0 0 0 0 0 0
1487686755 21 24 0 7 17 0 0 0 0 0 0
1487686764 21 25 0 7 17 0 0 0 0 0 0
1487686996 21 26 0 7 17 0 0 0 0 0 0
1487687005 21 27 0 7 17 0 0 0 0 0 0
1487830397 21 27 0 7 18 0 0 0 0 0 0
1487830534 21 27 0 7 19 0 0 0 0 0 0
1487831121 21 27 0 7 20 0 0 0 0 0 0
1487899817 21 27 0 7 20 0 1 0 0 0 0
1487899823 21 27 0 7 20 0 2 0 0 0 0
1487908621 21 27 0 7 20 0 3 0 0 0 0
1487908870 21 27 0 7 20 0 3 0 0 1 0
